user_id,lead_created_at,acquisition_channel,region,device_type,lead_score,company_size
U103959,2025-05-29 02:08:00,Email,LATAM,Tablet,48.0,1-10
U103960,2025-04-28 15:20:00,email,,mobile ,81.0,1000+
U103961,2025-03-06 18:23:00,Partner,LATAM,Tablet,73.0,11 - 50
U103962,03/29/2025 21:12,email,APAC,Tablet,77.0,11-50
U103963,2025-04-06 17:27:00,Direct,APAC,Mobile,39.0,1000+
U103964,2025-04-19 11:39:00,Social,APAC,mobile ,47.0,11 - 50
U103965,2025-06-22 04:08:00,Email,North America,desktop,,1000+
U103966,2025-03-01 22:16:00,email,North America,mobile ,68.0,11-50
U103967,2025-01-15 16:40:00,Organic,North America,Mobile,84.0,11 - 50
U103968,2025-06-21 20:12:00,email,LATAM,desktop,32.0,11-50
U103969,02/11/2025 23:36,Referral,APAC,desktop,52.0,51-200
U103970,2025-02-18 17:14:00,Email,North America,Mobile,70.0,201-1000
U103971,2025-03-28 20:21:00,Email,EMEA,Desktop,59.0,
U103972,2025-06-03 23:37:00,Referral,,Desktop,52.0,11-50
U103973,2025-01-30 14:25:00,Social,LATAM,mobile ,58.0,51-200
U103974,2025-02-06 16:41:00,Organic,APAC,mobile ,62.0,1-10
U103975,2025-03-15 10:01:00,Email,LATAM,Tablet,73.0,
U103976,05/21/2025 02:43,Partner,North America,Mobile,51.0,1000+
U103977,2025-06-10 04:20:00,Referral,LATAM,Mobile,48.0,1000+
U103978,2025-06-19 12:59:00,Email,North America,Tablet,,1-10
U103979,2025-06-13 02:38:00,Paid Search,,Desktop,45.0,11 - 50
U103980,2025-06-07 02:52:00,Paid Search,,Mobile,55.0,201-1000
U103981,2025-03-05 08:39:00,Organic,APAC,mobile ,73.0,11-50
U103982,2025-06-24 11:28:00,Organic,,Tablet,65.0,
U103983,04/09/2025 21:09,Organic,North America,mobile ,45.0,
U103984,2025-04-28 06:39:00,paid search,APAC,desktop,51.0,11 - 50
U103985,2025-01-15 08:28:00,paid search,LATAM,Mobile,71.0,11-50
U103986,2025-02-09 02:06:00,Organic,LATAM,Tablet,75.0,51-200
U103987,2025-03-20 00:16:00,Email,North America,mobile ,47.0,1-10
U103988,2025-06-29 14:44:00,Referral,APAC,mobile ,76.0,51-200
U103989,2025-01-03 06:01:00,email,APAC,Tablet,42.0,11-50
U103990,06/03/2025 07:38,Organic,APAC,Mobile,38.0,201-1000
U103991,2025-06-14 03:17:00,Direct,North America,Desktop,,11 - 50
U103992,2025-03-14 11:48:00,Social,EMEA,mobile ,80.0,1-10
U103993,2025-05-08 19:45:00,email,North America,Mobile,84.0,11 - 50
U103994,2025-02-27 15:57:00,Social,APAC,mobile ,77.0,1-10
U103995,2025-01-17 18:34:00,paid search,North America,desktop,53.0,11 - 50
U103996,2025-04-23 16:05:00,Referral,LATAM,mobile ,72.0,1-10
U103997,02/14/2025 01:57,Direct,EMEA,Tablet,30.0,
U103998,2025-02-08 09:42:00,Referral,APAC,desktop,82.0,11-50
U103999,2025-03-21 00:46:00,Social,,mobile ,56.0,11 - 50
U104000,2025-02-12 01:34:00,Paid Search,,mobile ,48.0,1000+
U104001,2025-01-05 23:54:00,Direct,LATAM,Desktop,48.0,1-10
U104002,2025-05-08 11:54:00,Social,,Tablet,56.0,11 - 50
U104003,2025-03-09 08:37:00,Referral,,mobile ,18.0,1-10
U104004,03/15/2025 15:14,Organic,LATAM,Desktop,,11 - 50
U104005,2025-05-22 05:45:00,Social,,Mobile,61.0,201-1000
U104006,2025-05-03 16:47:00,Direct,LATAM,desktop,64.0,1000+
U104007,2025-04-29 05:04:00,paid search,LATAM,desktop,75.0,1-10
U104008,2025-06-03 15:25:00,Social,EMEA,Desktop,36.0,11-50
U104009,2025-02-20 05:35:00,email,APAC,desktop,17.0,51-200
U104010,2025-05-24 23:33:00,Paid Search,North America,Mobile,44.0,1-10
U104011,06/28/2025 15:42,Partner,APAC,Desktop,56.0,11-50
U104012,2025-04-28 15:21:00,Organic,EMEA,Mobile,39.0,1000+
U104013,2025-01-17 21:16:00,Direct,LATAM,Desktop,67.0,1000+
U104014,2025-01-13 07:37:00,Organic,EMEA,Mobile,74.0,201-1000
U104015,2025-05-01 23:28:00,Referral,LATAM,Mobile,51.0,201-1000
U104016,2025-06-29 01:27:00,Organic,North America,desktop,35.0,1000+
U104017,2025-04-23 10:29:00,Partner,EMEA,Desktop,,201-1000
U104018,01/08/2025 09:35,Organic,,Desktop,23.0,1000+
U104019,2025-02-05 15:33:00,Email,,mobile ,68.0,201-1000
U104020,2025-03-02 17:34:00,email,LATAM,desktop,78.0,
U104021,2025-04-19 17:47:00,email,LATAM,Mobile,95.0,11 - 50
U104022,2025-02-05 01:02:00,Partner,,Mobile,44.0,201-1000
U104023,2025-01-23 01:31:00,Email,EMEA,mobile ,60.0,11-50
U104024,2025-04-17 07:00:00,email,EMEA,Tablet,38.0,201-1000
U104025,04/13/2025 07:36,Social,,Mobile,79.0,1000+
U104026,2025-06-27 11:59:00,paid search,,desktop,71.0,11-50
U104027,2025-02-10 05:06:00,Social,LATAM,Tablet,49.0,201-1000
U104028,2025-04-02 09:13:00,Direct,,Tablet,81.0,
U104029,2025-01-26 19:53:00,Paid Search,,Desktop,49.0,201-1000
U104030,2025-06-23 09:42:00,Referral,EMEA,mobile ,,1000+
U104031,2025-03-02 04:55:00,Paid Search,APAC,mobile ,62.0,51-200
U104032,04/07/2025 18:52,Referral,EMEA,mobile ,59.0,1000+
U104033,2025-05-26 08:44:00,Organic,APAC,mobile ,78.0,11 - 50
U104034,2025-01-11 07:15:00,Partner,North America,mobile ,86.0,1000+
U104035,2025-01-28 00:35:00,Partner,North America,mobile ,34.0,1000+
U104036,2025-01-01 23:37:00,Organic,LATAM,Mobile,74.0,11 - 50
U104037,2025-06-24 05:12:00,Organic,North America,Desktop,60.0,1000+
U104038,2025-05-14 09:12:00,Paid Search,APAC,Desktop,37.0,201-1000
U104039,02/03/2025 07:47,Partner,LATAM,desktop,46.0,1-10
U104040,2025-02-25 12:48:00,Partner,,Mobile,74.0,11 - 50
U104041,2025-01-29 13:18:00,Direct,LATAM,Desktop,49.0,11-50
U104042,2025-06-18 13:58:00,Email,North America,mobile ,39.0,11 - 50
U104043,2025-02-03 03:51:00,Email,North America,Desktop,,51-200
U104044,2025-03-17 22:22:00,paid search,,mobile ,64.0,201-1000
U104045,2025-03-01 18:58:00,paid search,North America,desktop,57.0,11-50
U104046,04/20/2025 11:16,Email,APAC,Desktop,65.0,11-50
U104047,2025-01-12 23:49:00,Referral,,mobile ,88.0,51-200
U104048,2025-05-27 02:51:00,Direct,,Tablet,58.0,11-50
U104049,2025-06-03 07:46:00,Partner,,Tablet,73.0,
U104050,2025-02-09 04:15:00,Direct,,Tablet,44.0,1-10
U104051,2025-04-03 14:02:00,paid search,LATAM,mobile ,57.0,11 - 50
U104052,2025-05-09 18:16:00,Referral,,Mobile,72.0,11-50
U104053,06/24/2025 10:15,Paid Search,LATAM,Desktop,54.0,201-1000
U104054,2025-03-29 16:50:00,Email,APAC,desktop,75.0,51-200
U104055,2025-06-21 00:32:00,Paid Search,,Mobile,28.0,201-1000
U104056,2025-03-07 14:59:00,Direct,APAC,mobile ,,1-10
U104057,2025-03-29 20:08:00,Direct,,Desktop,84.0,51-200
U104058,2025-05-04 09:48:00,Paid Search,North America,desktop,62.0,
U104059,2025-02-03 20:05:00,email,APAC,Desktop,19.0,51-200
U104060,04/10/2025 13:09,Organic,North America,mobile ,82.0,201-1000
U104061,2025-02-06 01:41:00,email,EMEA,Tablet,77.0,1-10
U104062,2025-03-24 08:20:00,paid search,North America,Desktop,78.0,
U104063,2025-03-28 19:06:00,paid search,,desktop,39.0,201-1000
U104064,2025-05-16 03:23:00,Partner,North America,Mobile,55.0,11 - 50
U104065,2025-03-21 02:32:00,Referral,LATAM,desktop,50.0,1000+
U104066,2025-04-09 12:03:00,Referral,North America,mobile ,36.0,
U104067,04/25/2025 13:51,Social,EMEA,desktop,76.0,1000+
U104068,2025-05-24 18:49:00,Direct,LATAM,mobile ,22.0,201-1000
U104069,2025-03-24 22:59:00,Direct,,Desktop,,
U104070,2025-01-28 16:38:00,email,,Desktop,56.0,1-10
U104071,2025-06-23 13:36:00,Referral,EMEA,Mobile,100.0,11-50
U104072,2025-03-27 15:00:00,email,APAC,Tablet,70.0,1-10
U104073,2025-03-19 13:58:00,Paid Search,North America,Mobile,87.0,201-1000
U104074,04/05/2025 06:23,Social,EMEA,Desktop,68.0,1000+
U104075,2025-02-02 19:59:00,paid search,EMEA,Desktop,59.0,
U104076,2025-01-04 04:56:00,Social,EMEA,desktop,53.0,11-50
U104077,2025-05-08 05:28:00,Social,LATAM,Tablet,44.0,11 - 50
U104078,2025-03-28 13:43:00,Partner,,Desktop,74.0,11-50
U104079,2025-01-01 19:40:00,Email,North America,desktop,88.0,1-10
U104080,2025-06-04 08:32:00,Paid Search,APAC,Tablet,68.0,
U104081,04/02/2025 21:37,Direct,LATAM,Mobile,43.0,1000+
U104082,2025-05-21 07:27:00,Referral,LATAM,Mobile,,11 - 50
U104083,2025-05-13 11:57:00,Social,,desktop,18.0,11-50
U104084,2025-06-04 16:08:00,Referral,North America,desktop,47.0,11 - 50
U104085,2025-03-03 19:33:00,Paid Search,North America,Tablet,55.0,1-10
U104086,2025-06-12 14:56:00,Partner,,desktop,63.0,
U104087,2025-02-21 11:25:00,Referral,LATAM,mobile ,67.0,
U104088,02/10/2025 19:44,Email,North America,Tablet,24.0,11-50
U104089,2025-02-15 02:24:00,Direct,LATAM,Mobile,27.0,
U104090,2025-03-23 02:24:00,Referral,APAC,desktop,21.0,51-200
U104091,2025-02-27 02:50:00,Social,,Tablet,58.0,1-10
U104092,2025-06-12 19:41:00,email,,Mobile,87.0,11 - 50
U104093,2025-05-13 02:15:00,Social,North America,desktop,100.0,51-200
U104094,2025-01-25 18:26:00,paid search,North America,desktop,78.0,51-200
U104095,04/17/2025 16:33,Paid Search,,Tablet,,11-50
U104096,2025-05-26 09:59:00,Email,North America,Tablet,57.0,1-10
U104097,2025-03-30 20:06:00,paid search,APAC,Mobile,50.0,11-50
U104098,2025-04-13 16:56:00,paid search,LATAM,Mobile,47.0,1000+
U104099,2025-04-25 10:19:00,email,North America,Desktop,46.0,51-200
U104100,2025-05-07 04:16:00,Partner,,mobile ,66.0,1-10
U104101,2025-03-31 18:56:00,Social,LATAM,Tablet,74.0,11 - 50
U104102,02/06/2025 06:20,paid search,EMEA,desktop,100.0,1000+
U104103,2025-02-28 21:36:00,Social,,Tablet,68.0,11-50
U104104,2025-06-08 19:42:00,Social,APAC,Mobile,54.0,1-10
U104105,2025-06-06 15:43:00,email,EMEA,desktop,56.0,11-50
U104106,2025-02-22 22:43:00,Direct,,Mobile,58.0,201-1000
U104107,2025-03-23 09:55:00,Social,EMEA,mobile ,44.0,
U104108,2025-01-17 15:55:00,Partner,North America,desktop,,1000+
U104109,04/29/2025 05:23,Email,North America,mobile ,63.0,11-50
U104110,2025-04-16 05:47:00,paid search,EMEA,desktop,100.0,
U104111,2025-03-02 23:36:00,Paid Search,,Tablet,65.0,51-200
U104112,2025-01-18 14:32:00,Social,LATAM,mobile ,50.0,1-10
U104113,2025-05-26 12:55:00,email,North America,mobile ,85.0,11-50
U104114,2025-05-12 23:23:00,Partner,North America,Desktop,62.0,11 - 50
U104115,2025-03-09 12:01:00,email,,Tablet,62.0,1-10
U104116,05/21/2025 00:37,Organic,LATAM,Desktop,49.0,201-1000
U104117,2025-05-03 15:25:00,Direct,LATAM,Desktop,58.0,51-200
U104118,2025-04-27 03:44:00,Social,,mobile ,82.0,11-50
U104119,2025-05-31 13:19:00,Email,EMEA,Mobile,63.0,
U104120,2025-02-04 05:58:00,Direct,North America,desktop,36.0,1000+
U104121,2025-02-16 15:30:00,Email,,Desktop,,11-50
U104122,2025-01-14 09:46:00,Paid Search,,Mobile,31.0,11-50
U104123,04/08/2025 18:03,Referral,APAC,Tablet,94.0,1-10
U104124,2025-05-03 13:39:00,Partner,EMEA,Desktop,57.0,11 - 50
U104125,2025-02-14 04:18:00,paid search,APAC,Desktop,71.0,11-50
U104126,2025-06-28 21:12:00,paid search,APAC,desktop,48.0,51-200
U104127,2025-01-09 17:47:00,Email,LATAM,desktop,8.0,11-50
U104128,2025-01-22 14:33:00,email,APAC,desktop,55.0,11 - 50
U104129,2025-06-06 07:28:00,Social,EMEA,Desktop,69.0,1000+
U104130,06/28/2025 05:08,Organic,,Desktop,74.0,1-10
U104131,2025-03-28 18:20:00,Email,LATAM,Desktop,46.0,201-1000
U104132,2025-04-13 13:09:00,Partner,,mobile ,66.0,201-1000
U104133,2025-04-11 14:02:00,email,APAC,desktop,72.0,51-200
U104134,2025-05-21 20:04:00,Paid Search,APAC,desktop,,201-1000
U104135,2025-05-14 10:45:00,Paid Search,APAC,mobile ,43.0,201-1000
U104136,2025-05-17 22:31:00,paid search,EMEA,desktop,49.0,201-1000
U104137,03/16/2025 07:24,Organic,,mobile ,59.0,11-50
U104138,2025-02-01 18:27:00,paid search,APAC,mobile ,63.0,51-200
U104139,2025-02-12 11:38:00,email,,Tablet,22.0,1000+
U104140,2025-04-03 21:36:00,Direct,LATAM,Tablet,59.0,11-50
U104141,2025-05-04 03:53:00,paid search,,mobile ,76.0,1000+
U104142,2025-01-06 07:18:00,Email,EMEA,mobile ,24.0,
U104143,2025-06-18 14:42:00,Email,North America,Tablet,67.0,51-200
U104144,06/25/2025 17:37,email,LATAM,Tablet,92.0,201-1000
U104145,2025-01-01 18:15:00,Email,APAC,Mobile,54.0,
U104146,2025-04-23 18:19:00,Paid Search,EMEA,desktop,62.0,
U104147,2025-04-03 11:24:00,Partner,,Desktop,,
U104148,2025-01-25 05:49:00,Referral,North America,Mobile,31.0,1000+
U104149,2025-02-12 06:07:00,Email,EMEA,Mobile,52.0,
U104150,2025-05-25 04:22:00,Social,,desktop,57.0,11-50
U104151,02/19/2025 00:54,Referral,EMEA,Tablet,72.0,1000+
U104152,2025-04-18 11:03:00,Social,EMEA,desktop,45.0,
U104153,2025-06-09 14:34:00,Referral,EMEA,desktop,35.0,
U104154,2025-03-28 21:10:00,email,LATAM,desktop,37.0,11-50
U104155,2025-04-08 13:30:00,Email,APAC,Mobile,63.0,11 - 50
U104156,2025-04-18 19:02:00,Social,EMEA,Desktop,84.0,1000+
U104157,2025-01-31 02:21:00,Paid Search,,Mobile,49.0,1000+
U104158,02/14/2025 04:45,Paid Search,APAC,Tablet,78.0,201-1000
U104159,2025-03-28 22:50:00,Partner,LATAM,Mobile,50.0,201-1000
U104160,2025-02-27 08:41:00,Social,APAC,desktop,,1-10
U104161,2025-02-09 09:47:00,Referral,North America,Tablet,59.0,1000+
U104162,2025-04-01 01:12:00,Email,LATAM,mobile ,100.0,
U104163,2025-06-18 14:50:00,Organic,LATAM,Desktop,36.0,1-10
U104164,2025-02-01 17:14:00,Partner,LATAM,mobile ,33.0,1000+
U104165,02/17/2025 09:09,Partner,,Desktop,53.0,11 - 50
U104166,2025-03-10 03:48:00,Paid Search,APAC,Mobile,53.0,1000+
U104167,2025-02-17 23:00:00,email,,Mobile,33.0,11-50
U104168,2025-01-26 22:01:00,Referral,APAC,Desktop,71.0,
U104169,2025-04-27 08:33:00,Organic,LATAM,Desktop,67.0,
U104170,2025-01-23 16:09:00,Email,LATAM,mobile ,64.0,11 - 50
U104171,2025-04-05 10:22:00,Partner,,Tablet,69.0,11-50
U104172,02/10/2025 22:41,Organic,LATAM,Mobile,59.0,51-200
U104173,2025-05-20 10:00:00,Paid Search,,desktop,,
U104174,2025-04-20 20:44:00,Direct,North America,Tablet,34.0,201-1000
U104175,2025-03-25 04:25:00,Email,EMEA,Tablet,32.0,1000+
U104176,2025-05-04 11:56:00,email,APAC,Tablet,56.0,
U104177,2025-03-01 03:02:00,Referral,,Desktop,80.0,51-200
U104178,2025-03-27 06:14:00,Direct,,desktop,82.0,11-50
U104179,04/02/2025 13:14,Partner,EMEA,mobile ,74.0,11-50
U104180,2025-03-09 10:47:00,Referral,North America,Desktop,51.0,11-50
U104181,2025-03-21 14:50:00,Direct,APAC,Tablet,47.0,51-200
U104182,2025-04-08 23:00:00,Referral,,Tablet,58.0,51-200
U104183,2025-02-22 06:47:00,email,LATAM,Tablet,57.0,
U104184,2025-01-08 08:40:00,Email,North America,mobile ,29.0,
U104185,2025-02-23 12:18:00,Paid Search,EMEA,desktop,51.0,11 - 50
U104186,04/09/2025 07:19,Referral,EMEA,mobile ,,
U104187,2025-02-17 14:28:00,Email,APAC,desktop,23.0,1-10
U104188,2025-06-20 17:43:00,paid search,EMEA,Mobile,69.0,11 - 50
U104189,2025-05-05 23:14:00,Partner,,Desktop,75.0,201-1000
U104190,2025-04-23 22:35:00,paid search,LATAM,mobile ,75.0,
U104191,2025-05-14 22:42:00,Organic,APAC,Desktop,67.0,1-10
U104192,2025-04-13 08:54:00,Email,,desktop,83.0,201-1000
U104193,03/12/2025 18:18,Organic,North America,mobile ,61.0,1000+
U104194,2025-05-06 13:25:00,Direct,,Tablet,33.0,11 - 50
U104195,2025-06-21 18:28:00,Email,LATAM,Mobile,57.0,51-200
U104196,2025-04-10 14:56:00,Paid Search,North America,desktop,82.0,1-10
U104197,2025-04-07 03:24:00,Email,North America,Desktop,63.0,51-200
U104198,2025-04-13 07:39:00,Paid Search,LATAM,Desktop,68.0,51-200
U104199,2025-05-04 08:49:00,Paid Search,,desktop,,51-200
U104200,06/18/2025 13:59,Referral,APAC,mobile ,73.0,1-10
U104201,2025-05-12 00:50:00,Email,,Desktop,52.0,
U104202,2025-01-01 20:50:00,email,EMEA,Mobile,68.0,
U104203,2025-01-05 16:13:00,Email,APAC,Desktop,70.0,11-50
U104204,2025-01-24 14:07:00,Email,LATAM,desktop,54.0,1000+
U104205,2025-01-24 19:00:00,Email,,desktop,63.0,11-50
U104206,2025-01-02 02:24:00,email,,desktop,60.0,
U104207,06/09/2025 17:11,Paid Search,,desktop,31.0,51-200
U104208,2025-03-10 07:37:00,Referral,North America,Mobile,45.0,51-200
U104209,2025-06-06 05:42:00,Social,APAC,Mobile,28.0,11 - 50
U104210,2025-02-03 10:38:00,Organic,EMEA,mobile ,61.0,1000+
U104211,2025-01-22 19:52:00,Email,EMEA,Mobile,26.0,
U104212,2025-05-08 20:47:00,Paid Search,APAC,Desktop,,1000+
U104213,2025-04-26 02:23:00,Partner,LATAM,Desktop,49.0,
U104214,02/20/2025 23:55,paid search,,mobile ,61.0,201-1000
U104215,2025-05-01 12:14:00,email,APAC,Tablet,99.0,51-200
U104216,2025-04-23 07:05:00,Organic,,mobile ,83.0,11 - 50
U104217,2025-01-25 17:09:00,email,,Mobile,49.0,11-50
U104218,2025-03-18 13:35:00,paid search,North America,Tablet,84.0,1-10
U104219,2025-02-07 23:16:00,Email,,Desktop,87.0,
U104220,2025-06-21 20:47:00,email,LATAM,desktop,9.0,
U104221,04/02/2025 17:02,Referral,EMEA,Desktop,82.0,201-1000
U104222,2025-04-09 18:07:00,Direct,LATAM,Desktop,61.0,11-50
U104223,2025-01-13 00:31:00,paid search,North America,Desktop,63.0,
U104224,2025-05-07 01:08:00,email,LATAM,Desktop,42.0,201-1000
U104225,2025-03-05 08:21:00,Social,North America,desktop,,1000+
U104226,2025-04-03 19:35:00,Direct,LATAM,Mobile,40.0,1000+
U104227,2025-05-14 13:12:00,Organic,EMEA,mobile ,62.0,11 - 50
U104228,06/18/2025 02:52,Organic,,desktop,29.0,51-200
U104229,2025-04-10 23:02:00,Email,EMEA,mobile ,49.0,11-50
U104230,2025-03-18 04:46:00,email,,mobile ,100.0,51-200
U104231,2025-03-23 05:09:00,Direct,North America,Desktop,48.0,1-10
U104232,2025-03-14 19:50:00,Direct,LATAM,Tablet,64.0,11-50
U104233,2025-05-10 12:50:00,email,LATAM,Tablet,40.0,51-200
U104234,2025-04-18 02:07:00,Referral,,Desktop,34.0,11-50
U104235,05/25/2025 06:58,paid search,APAC,desktop,66.0,1000+
U104236,2025-05-16 11:18:00,Email,LATAM,mobile ,84.0,1000+
U104237,2025-03-16 15:54:00,email,APAC,Tablet,24.0,1-10
U104238,2025-02-12 05:54:00,Partner,,mobile ,,51-200
U104239,2025-06-06 01:41:00,Direct,,Tablet,43.0,1000+
U104240,2025-04-17 03:02:00,Organic,EMEA,Mobile,63.0,1000+
U104241,2025-05-08 19:53:00,Organic,EMEA,desktop,44.0,11-50
U104242,01/21/2025 20:48,Paid Search,EMEA,Desktop,60.0,51-200
U104243,2025-02-08 06:43:00,Referral,EMEA,desktop,79.0,1000+
U104244,2025-05-01 18:59:00,Referral,,Desktop,32.0,201-1000
U104245,2025-06-23 16:26:00,Email,,Tablet,60.0,1-10
U104246,2025-05-29 19:05:00,email,EMEA,Mobile,54.0,
U104247,2025-02-08 18:45:00,Referral,LATAM,Tablet,72.0,1000+
U104248,2025-02-13 22:46:00,paid search,LATAM,Mobile,55.0,1-10
U104249,02/25/2025 17:31,email,North America,Tablet,40.0,11-50
U104250,2025-02-11 10:29:00,Referral,EMEA,Tablet,40.0,201-1000
U104251,2025-01-12 09:09:00,Referral,APAC,Desktop,,1-10
U104252,2025-05-21 10:40:00,Social,LATAM,Tablet,60.0,1000+
U104253,2025-02-10 13:53:00,email,APAC,desktop,83.0,51-200
U104254,2025-03-11 21:39:00,Direct,APAC,Tablet,67.0,1-10
U104255,2025-03-07 12:31:00,email,North America,Mobile,51.0,1-10
U104256,05/15/2025 20:05,Direct,APAC,Tablet,62.0,201-1000
U104257,2025-04-11 19:22:00,Email,EMEA,Mobile,46.0,1-10
U104258,2025-02-24 17:09:00,Organic,EMEA,desktop,100.0,11 - 50
U104259,2025-06-06 15:15:00,Organic,LATAM,desktop,85.0,
U104260,2025-06-06 17:34:00,Email,North America,mobile ,65.0,11 - 50
U104261,2025-02-18 07:51:00,email,LATAM,desktop,51.0,
U104262,2025-06-27 14:07:00,Email,APAC,desktop,52.0,1000+
U104263,02/13/2025 10:40,Partner,EMEA,Desktop,70.0,1-10
U104264,2025-06-27 15:25:00,Partner,,Desktop,,1-10
U104265,2025-01-08 01:51:00,Social,LATAM,Mobile,54.0,1000+
U104266,2025-05-31 10:37:00,Partner,LATAM,desktop,47.0,11-50
U104267,2025-02-24 22:14:00,paid search,North America,mobile ,67.0,11 - 50
U104268,2025-04-22 17:11:00,Email,North America,Mobile,35.0,11 - 50
U104269,2025-05-09 16:44:00,paid search,,Mobile,74.0,201-1000
U104270,01/20/2025 02:42,email,LATAM,mobile ,56.0,1000+
U104271,2025-01-11 01:03:00,paid search,EMEA,Mobile,61.0,11 - 50
U104272,2025-01-06 09:42:00,Social,,Tablet,10.0,201-1000
U104273,2025-04-27 08:57:00,Partner,North America,desktop,51.0,11 - 50
U104274,2025-03-01 15:18:00,Paid Search,,Tablet,45.0,51-200
U104275,2025-03-26 18:22:00,Partner,EMEA,mobile ,26.0,11-50
U104276,2025-05-06 05:15:00,Paid Search,North America,desktop,62.0,
U104277,04/26/2025 04:37,Partner,,Mobile,,11 - 50
U104278,2025-02-04 17:41:00,Organic,APAC,Desktop,73.0,51-200
U104279,2025-04-27 05:05:00,Social,North America,mobile ,38.0,
U104280,2025-05-03 18:21:00,Email,APAC,Desktop,39.0,
U104281,2025-02-21 06:20:00,Partner,APAC,desktop,65.0,1000+
U104282,2025-04-28 03:10:00,Referral,North America,desktop,72.0,201-1000
U104283,2025-03-03 10:01:00,Partner,APAC,mobile ,49.0,
U104284,03/28/2025 16:43,Referral,North America,Desktop,46.0,11-50
U104285,2025-04-15 04:29:00,paid search,,mobile ,77.0,11 - 50
U104286,2025-02-02 20:43:00,Social,,Tablet,62.0,11-50
U104287,2025-01-31 01:56:00,paid search,APAC,Mobile,47.0,11 - 50
U104288,2025-05-01 05:57:00,Organic,North America,Desktop,32.0,11 - 50
U104289,2025-05-27 08:40:00,email,,desktop,62.0,51-200
U104290,2025-05-26 19:32:00,paid search,North America,mobile ,,
U104291,03/04/2025 21:37,Organic,North America,Desktop,92.0,1000+
U104292,2025-04-10 07:52:00,Social,LATAM,Mobile,19.0,11-50
U104293,2025-01-17 05:08:00,Partner,LATAM,Desktop,65.0,1-10
U104294,2025-02-22 19:52:00,Social,,Tablet,79.0,11 - 50
U104295,2025-04-14 17:19:00,Partner,APAC,desktop,31.0,
U104296,2025-03-11 10:56:00,Direct,North America,Tablet,54.0,1000+
U104297,2025-06-01 06:35:00,Referral,EMEA,Tablet,59.0,1000+
U104298,06/07/2025 15:29,email,APAC,Tablet,58.0,
U104299,2025-04-08 19:16:00,paid search,,desktop,66.0,11-50
U104300,2025-05-29 01:14:00,email,APAC,mobile ,30.0,
U104301,2025-02-12 16:31:00,email,North America,Tablet,53.0,201-1000
U104302,2025-04-28 04:16:00,Email,,Mobile,82.0,1000+
U104303,2025-02-10 16:45:00,Organic,North America,Tablet,,51-200
U104304,2025-04-03 08:21:00,paid search,APAC,mobile ,82.0,1-10
U104305,02/27/2025 04:39,Paid Search,APAC,Tablet,54.0,1000+
U104306,2025-05-04 19:14:00,Organic,LATAM,Tablet,26.0,201-1000
U104307,2025-05-05 21:08:00,Paid Search,LATAM,Desktop,69.0,201-1000
U104308,2025-05-14 11:25:00,Direct,EMEA,mobile ,20.0,201-1000
U104309,2025-05-08 12:40:00,Email,,mobile ,79.0,1000+
U104310,2025-03-12 05:19:00,Direct,North America,desktop,73.0,
U104311,2025-03-16 13:57:00,Partner,LATAM,mobile ,57.0,1-10
U104312,01/23/2025 20:09,Direct,LATAM,Desktop,60.0,11 - 50
U104313,2025-06-02 18:53:00,Partner,EMEA,desktop,39.0,1000+
U104314,2025-06-20 17:30:00,paid search,EMEA,desktop,95.0,51-200
U104315,2025-06-21 18:39:00,Social,LATAM,mobile ,56.0,
U104316,2025-03-22 10:11:00,email,EMEA,mobile ,,1000+
U104317,2025-02-17 16:58:00,Email,APAC,Tablet,50.0,201-1000
U104318,2025-04-10 15:21:00,Organic,EMEA,desktop,56.0,
U104319,05/10/2025 08:56,Partner,EMEA,Desktop,64.0,1000+
U104320,2025-02-08 13:35:00,Paid Search,LATAM,Mobile,78.0,1000+
U104321,2025-03-10 08:48:00,Partner,LATAM,Tablet,79.0,51-200
U104322,2025-06-20 14:43:00,Partner,APAC,Desktop,70.0,11 - 50
U104323,2025-04-24 09:39:00,Paid Search,APAC,Desktop,75.0,51-200
U104324,2025-03-13 05:42:00,email,LATAM,desktop,69.0,1-10
U104325,2025-06-01 07:22:00,email,North America,Mobile,30.0,
U104326,05/19/2025 21:31,Partner,,mobile ,44.0,11-50
U104327,2025-04-18 13:50:00,paid search,APAC,mobile ,78.0,11-50
U104328,2025-01-18 11:52:00,Organic,,Mobile,58.0,51-200
U104329,2025-02-02 12:57:00,Social,EMEA,mobile ,,
U104330,2025-05-19 09:57:00,Paid Search,APAC,mobile ,74.0,1-10
U104331,2025-01-02 15:48:00,Social,EMEA,mobile ,72.0,201-1000
U104332,2025-04-13 04:02:00,Social,APAC,Desktop,40.0,1-10
U104333,06/28/2025 23:45,Organic,LATAM,Tablet,70.0,1000+
U104334,2025-06-17 14:56:00,email,APAC,Mobile,33.0,
U104335,2025-04-18 02:39:00,Social,EMEA,Mobile,48.0,201-1000
U104336,2025-01-06 13:21:00,Paid Search,APAC,desktop,35.0,201-1000
U104337,2025-04-05 17:35:00,Organic,EMEA,Desktop,40.0,1000+
U104338,2025-05-01 05:09:00,email,APAC,Tablet,83.0,11 - 50
U104339,2025-02-25 00:41:00,Email,,Tablet,72.0,11 - 50
U104340,04/11/2025 17:29,Paid Search,EMEA,Tablet,51.0,
U104341,2025-01-10 18:34:00,Social,EMEA,desktop,68.0,11 - 50
U104342,2025-04-15 18:05:00,Paid Search,LATAM,Mobile,,1000+
